Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Record Label,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4w2GLmK2wnioVnb5CPQeex,360,BRAT,Charli xcx,2024-06-07,133805,83,True,"hyperpop,art pop",Atlantic Records,0.857,0.62,-8.13,1,0.0472,0.646,0.244,0.0934,0.796,120.042,4
spotify:track:2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),GNX,"Kendrick Lamar,SZA",2024-11-21,177598,91,False,"hip hop,west coast hip hop,r&b","pgLang, under exclusive license to Interscope Records",0.707,0.575,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,4
spotify:track:52eIcoLUM25zbQupAZYoFh,redrum,american dream,21 Savage,2024-01-12,270697,83,True,,"Slaughter Gang, LLC/Epic Records",0.625,0.733,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,4
spotify:track:3w0w2T288dec0mgeZZqoNN,CARNIVAL,VULTURES 1,"¥$,Kanye West,Ty Dolla $ign,Rich The Kid,Playboi Carti",2024-02-09,264324,22,True,"rap,trap soul,trap,rage rap",Ye,0.594,0.811,-5.746,1,0.159,0.189,0.0,0.339,0.311,148.144,4
spotify:track:0xGQTpN4ESETtl1Sp6rzd2,São Paulo (feat. Anitta),São Paulo,"The Weeknd,Anitta",2024-10-31,301623,44,True,"brazilian pop,funk pop,funk carioca,funk,pagode baiano",XO / Republic Records,0.574,0.659,-7.377,0,0.0768,0.0412,0.0002,0.0921,0.506,127.347,4
spotify:track:6tNgRQ0K2NYZ0Rb9l9DzL8,obsessed,GUTS (spilled),Olivia Rodrigo,2024-03-22,170541,79,True,,Olivia Rodrigo PS,0.68,0.581,-5.166,1,0.106,0.0181,1.07e-06,0.276,0.63,119.974,4
spotify:track:0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,eternal sunshine,Ariana Grande,2024-03-08,173639,83,True,pop,Republic Records,0.795,0.63,-5.854,0,0.0434,0.157,0.0,0.0732,0.447,97.998,4
spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Short n' Sweet,Sabrina Carpenter,2024-08-23,171869,88,False,,Island Records,0.739,0.727,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
spotify:track:2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,The Emptiness Machine,Linkin Park,2024-09-05,190427,82,True,"nu metal,rap metal,rock,alternative metal",Warner Records,0.466,0.872,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,4
spotify:track:2HYFX63wP3otVIvopRS99Z,Houdini,Houdini,Eminem,2024-05-31,227239,80,True,"rap,hip hop",Shady/Aftermath/Interscope Records,0.936,0.887,-2.76,0,0.0683,0.0292,1.88e-06,0.0582,0.889,127.003,4
spotify:track:5aIVCx5tnk0ntmdiinnYvw,Water,Water,Tyla,2023-07-28,200255,87,False,afrobeats,FAX Records/Epic,0.673,0.722,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,4
